SRC	TRG	PINYIN_STR	PINYIN_CHAR
l a z o r c h i c k	拉 佐 奇 克	la zuo qi ke	l a z u o q i k e
b e r t y l m e w	伯 蒂 尔 缪	bo di er mou	b o d i e r m o u
a l m e r s	阿 尔 默 斯	a er mo si	a e r m o s i
l a m b o u r n e	兰 伯 恩	lan bo en	l a n b o e n
s i n e r	赛 纳	sai na	s a i n a
w i n c k l e s s	温 克 利 斯	wen ke li si	w e n k e l i s i
m o n a i r	莫 奈 尔	mo nai er	m o n a i e r
c a w t e	考 特	kao te	k a o t e
r e v e l l e	雷 维 尔	lei wei er	l e i w e i e r
a n e	阿 尼	a ni	a n i
t i f f a n y	蒂 法 尼	di fa ni	d i f a n i
f i n k b i n d e r	芬 克 宾 德	fen ke bin de	f e n k e b i n d e
s t u r l e y	斯 特 利	si te li	s i t e l i
t i l l e r y	蒂 勒 里	di le li	d i l e l i
b u r d i n e	伯 丁	bo ding	b o d i n g
l e n z n e r	伦 兹 纳	lun zi na	l u n z i n a
c h r y s o g o n	克 丽 苏 贡	ke li su gong	k e l i s u g o n g
s e r v i c e	瑟 维 斯	se wei si	s e w e i s i
c u m i n g	卡 明	ka ming	k a m i n g
f l o r r i e	弗 洛 丽	fu luo li	f u l u o l i
c o r l i s s	科 利 斯	ke li si	k e l i s i
g o l a n d	戈 兰	ge lan	g e l a n
r u n n i o n	朗 尼 恩	lang ni en	l a n g n i e n
f l a k e	弗 莱 克	fu lai ke	f u l a i k e
b i o n	拜 昂	bai ang	b a i a n g
c o r b o u l d	科 博 尔 德	ke bo er de	k e b o e r d e
w e i g h t	韦 特	wei te	w e i t e
m i c h e l i n e	米 什 莱 恩	mi shi lai en	m i s h i l a i e n
s a n t i a g o	圣 地 亚 哥	sheng di ya ge	s h e n g d i y a g e
b l a k e n h a m	布 莱 克 纳 姆	bu lai ke na mu	b u l a i k e n a m u
s h e a r s o n	希 尔 森	xi er sen	x i e r s e n
d a h l s t r o m	达 尔 斯 特 伦	da er si te lun	d a e r s i t e l u n
b e s s o n e	贝 森	bei sen	b e i s e n
a i d i n o f f	艾 迪 诺 夫	ai di nuo fu	a i d i n u o f u
r e a m e r	雷 默	lei mo	l e i m o
d a d d o n a	达 多 纳	da duo na	d a d u o n a
k a p p l e r	卡 普 勒	ka pu le	k a p u l e
s t u r r o c k	斯 特 罗 克	si te luo ke	s i t e l u o k e
c o r k r a n	科 克 伦	ke ke lun	k e k e l u n
w a r d l e	沃 德 尔	wo de er	w o d e e r
b e r k i n	伯 金	bo jin	b o j i n
a z i m a	阿 齐 马	a qi ma	a q i m a
j o s e p h i n a	约 瑟 菲 娜	yue se fei na	y u e s e f e i n a
p e a n d e r	皮 安 德	pi an de	p i a n d e
b a t z e l l	巴 策 尔	ba ce er	b a c e e r
t u c k	塔 克	ta ke	t a k e
m a y t a g	梅 塔 格	mei ta ge	m e i t a g e
a l d h i z e r	奥 尔 迪 泽	ao er di ze	a o e r d i z e
f e w s m i t h	菲 尤 史 密 斯	fei you shi mi si	f e i y o u s h i m i s i
w i n g r o v e	温 格 罗 夫	wen ge luo fu	w e n g e l u o f u
h e r m l e	赫 姆 利	he mu li	h e m u l i
h i l l e g a s	希 莱 加 斯	xi lai jia si	x i l a i j i a s i
j o s e p h u s	约 瑟 夫 斯	yue se fu si	y u e s e f u s i
s t o b n i c k	斯 托 布 尼 克	si tuo bu ni ke	s i t u o b u n i k e
b i d d e l l	比 德 尔	bi de er	b i d e e r
k l o n o w e r	克 洛 诺 沃	ke luo nuo wo	k e l u o n u o w o
e n t e r	恩 特	en te	e n t e
b r u d e r	布 鲁 德	bu lu de	b u l u d e
b a r b i e r i	巴 比 里	ba bi li	b a b i l i
b u r e y	伯 雷	bo lei	b o l e i
g i a c o b e l l o	贾 科 贝 洛	jia ke bei luo	j i a k e b e i l u o
f u z z y	富 齐	fu qi	f u q i
f e h r e r	费 勒	fei le	f e i l e
s o u l e	索 尔	suo er	s u o e r
a t e m s	阿 特 姆 斯	a te mu si	a t e m u s i
b r a u n t h a l	布 朗 撒 尔	bu lang sa er	b u l a n g s a e r
m o e l l e r	莫 勒	mo le	m o l e
w h a r m b y	沃 姆 比	wo mu bi	w o m u b i
g o l d b e r g	戈 德 堡	ge de bao	g e d e b a o
c h a r m a i n e	查 梅 因	cha mei yin	c h a m e i y i n
o c t a v i o	奥 克 塔 维 奥	ao ke ta wei ao	a o k e t a w e i a o
w i c h e l n s	威 切 恩 斯	wei qie en si	w e i q i e e n s i
w o l t e r	沃 尔 特	wo er te	w o e r t e
g u d e n b e r g	古 登 伯 格	gu deng bo ge	g u d e n g b o g e
b r i e r c l i f f e	布 赖 尔 克 利 夫	bu lai er ke li fu	b u l a i e r k e l i f u
l e y b o u r n	利 伯 恩	li bo en	l i b o e n
d o v e	达 夫	da fu	d a f u
b r a b b i n	布 拉 宾	bu la bin	b u l a b i n
e v e r s m a n	埃 弗 斯 曼	ai fu si man	a i f u s i m a n
b i n y o n	比 尼 恩	bi ni en	b i n i e n
d i l w y n	迪 尔 温	di er wen	d i e r w e n
p u r p h y	珀 菲	po fei	p o f e i
w e i n f i e l d	温 菲 尔 德	wen fei er de	w e n f e i e r d e
w a d e y	韦 迪	wei di	w e i d i
m c c r o h o n	麦 克 罗 洪	mai ke luo hong	m a i k e l u o h o n g
k e y s e n	基 森	ji sen	j i s e n
b o n i f i e l d	博 尼 菲 尔 德	bo ni fei er de	b o n i f e i e r d e
o r a b l e	奥 拉 布 尔	ao la bu er	a o l a b u e r
d e n i s	丹 尼 斯	dan ni si	d a n n i s i
m o r r o s	莫 罗 斯	mo luo si	m o l u o s i
c u s t i s	卡 斯 蒂 斯	ka si di si	k a s i d i s i
r i c k a r t	里 卡 特	li ka te	l i k a t e
a p p l e b y	阿 普 尔 比	a pu er bi	a p u e r b i
h o w e l l s	豪 厄 尔 斯	hao e er si	h a o e e r s i
c a r d	卡 德	ka de	k a d e
w h i t s e t t	惠 特 西 特	hui te xi te	h u i t e x i t e
j i n n i e	吉 尼	ji ni	j i n i
n e u s n e r	纽 斯 纳	niu si na	n i u s i n a
m c m e n e m y	麦 克 梅 尼 米	mai ke mei ni mi	m a i k e m e i n i m i
d e a n	迪 安	di an	d i a n
w a r d e r	沃 德	wo de	w o d e
p u c k e y	帕 基	pa ji	p a j i
w i n s t e r	温 斯 特	wen si te	w e n s i t e
m c c l a n e	麦 克 莱 恩	mai ke lai en	m a i k e l a i e n
h o v e y	霍 维	huo wei	h u o w e i
p a y t o n	佩 顿	pei dun	p e i d u n
m y r i a m	米 里 亚 姆	mi li ya mu	m i l i y a m u
p a t n o d e	帕 特 诺 德	pa te nuo de	p a t e n u o d e
j a i d e n	杰 登	jie deng	j i e d e n g
d i n o s	迪 诺 斯	di nuo si	d i n u o s i
s t r a h m	斯 特 拉 姆	si te la mu	s i t e l a m u
k a p p e s	卡 佩 斯	ka pei si	k a p e i s i
j e f f o r d	杰 福 德	jie fu de	j i e f u d e
m o t t l e y	莫 特 利	mo te li	m o t e l i
l a r r y	拉 里	la li	l a l i
r o y a r	罗 亚	luo ya	l u o y a
v i v i a n	维 维 安	wei wei an	w e i w e i a n
c a m r o n	卡 姆 伦	ka mu lun	k a m u l u n
g o s l i n e	戈 斯 兰	ge si lan	g e s i l a n
s a t o w	萨 托	sa tuo	s a t u o
d u n n i c o	邓 尼 科	deng ni ke	d e n g n i k e
f e r	费 尔	fei er	f e i e r
g e m m e l	格 默 尔	ge mo er	g e m o e r
b u t h i n s o n	布 辛 森	bu xin sen	b u x i n s e n
s w a e b e	斯 韦 比	si wei bi	s i w e i b i
i n c h e s	英 奇 斯	ying qi si	y i n g q i s i
l i v e o a k	莱 夫 奥 克	lai fu ao ke	l a i f u a o k e
b a s s e t t	巴 西 特	ba xi te	b a x i t e
w h i t e l e a t h e r	怀 特 莱 瑟	huai te lai se	h u a i t e l a i s e
d e s c h	德 施	de shi	d e s h i
p o s e g a t e	波 斯 盖 特	bo si gai te	b o s i g a i t e
d e w s b u r y	迪 尤 斯 伯 里	di you si bo li	d i y o u s i b o l i
l o n g s w o r d	朗 索 德	lang suo de	l a n g s u o d e
n o r e l i u s	诺 雷 柳 斯	nuo lei liu si	n u o l e i l i u s i
f r i e n d l y	弗 兰 德 利	fu lan de li	f u l a n d e l i
h a r t t	哈 特	ha te	h a t e
d e v a n t i e r	德 万 蒂 尔	de wan di er	d e w a n d i e r
h r u b y	赫 鲁 比	he lu bi	h e l u b i
e l v e y	埃 尔 维	ai er wei	a i e r w e i
b r o a d h e a d	布 罗 德 黑 德	bu luo de hei de	b u l u o d e h e i d e
j o n e s	琼 斯	qiong si	q i o n g s i
h a h n e	哈 恩	ha en	h a e n
b a l e y	巴 利	ba li	b a l i
k a t e	凯 特	kai te	k a i t e
m o n t a g n o n	蒙 塔 尼 翁	meng ta ni weng	m e n g t a n i w e n g
b i k a l e s	比 卡 尔 斯	bi ka er si	b i k a e r s i
b r o a d n a x	布 罗 德 纳 克 斯	bu luo de na ke si	b u l u o d e n a k e s i
g a r b u s	加 伯 斯	jia bo si	j i a b o s i
c u z z o c r e a	库 佐 克 雷 亚	ku zuo ke lei ya	k u z u o k e l e i y a
h a u g e r u d	豪 格 拉 德	hao ge la de	h a o g e l a d e
t r a i n	特 雷 恩	te lei en	t e l e i e n
f a r i s o n	法 里 森	fa li sen	f a l i s e n
p e t e r k i n	彼 得 金	bi de jin	b i d e j i n
d o n n a	唐 娜	tang na	t a n g n a
b o u r g a i z e	布 尔 盖 兹	bu er gai zi	b u e r g a i z i
t h a l i a	塔 利 亚	ta li ya	t a l i y a
a n a t o l i j	安 纳 托 利	an na tuo li	a n n a t u o l i
w i s t i n	维 斯 廷	wei si ting	w e i s i t i n g
p l a i s t o w	普 莱 斯 托	pu lai si tuo	p u l a i s i t u o
b o t t r a l l	博 特 拉 尔	bo te la er	b o t e l a e r
s y a h	赛 亚	sai ya	s a i y a
r y d i n	赖 丁	lai ding	l a i d i n g
s t i t e s	斯 蒂 茨	si di ci	s i d i c i
c a r o l e	卡 萝 尔	ka luo er	k a l u o e r
b a l d e s	鲍 尔 兹	bao er zi	b a o e r z i
m e l u n s k y	梅 伦 斯 基	mei lun si ji	m e i l u n s i j i
m e e r b a u m	米 尔 鲍 姆	mi er bao mu	m i e r b a o m u
s e v i e r	塞 维 尔	sai wei er	s a i w e i e r
w a r d	沃 德	wo de	w o d e
f e n n e s s e y	芬 尼 西	fen ni xi	f e n n i x i
s a u l t r y	索 尔 特 里	suo er te li	s u o e r t e l i
m o t t u r	莫 特	mo te	m o t e
b r i t t o n	布 里 顿	bu li dun	b u l i d u n
t e r r e l o n g e	特 雷 朗 奇	te lei lang qi	t e l e i l a n g q i
m a r l a r	马 拉 尔	ma la er	m a l a e r
k i l b u r n	基 尔 伯 恩	ji er bo en	j i e r b o e n
w i l l i a r d	威 利 亚 德	wei li ya de	w e i l i y a d e
m o n g e r	蒙 格	meng ge	m e n g g e
b i c k l e y	比 克 利	bi ke li	b i k e l i
g r e i s l e r	格 雷 斯 勒	ge le si le	g e l e s i l e
j e f f a r e s	杰 弗 斯	jie fu si	j i e f u s i
h u r s o n	赫 森	he sen	h e s e n
g r o b s t e i n	格 罗 布 斯 坦	ge luo bu si tan	g e l u o b u s i t a n
z o l o t o w	佐 洛 托	zuo luo tuo	z u o l u o t u o
h u n k e l e r	亨 克 勒	heng ke le	h e n g k e l e
m a c g i l l o n i e	麦 吉 洛 尼	mai ji luo ni	m a i j i l u o n i
s t r a n e y	斯 特 兰 尼	si te lan ni	s i t e l a n n i
l e a k e	利 克	li ke	l i k e
s u s s m a n	萨 斯 曼	sa si man	s a s i m a n
g r i b b i n	格 里 宾	ge li bin	g e l i b i n
z a v i s	扎 维 斯	zha wei si	z h a w e i s i
m i l l o r d	米 洛 德	mi luo de	m i l u o d e
b a l l i e t	巴 利 埃 特	ba li ai te	b a l i a i t e
p i c k e n	皮 肯	pi ken	p i k e n
g a u d i a n	高 迪 恩	gao di en	g a o d i e n
p u r d y	珀 迪	po di	p o d i
b u d i a n s k y	布 迪 安 斯 基	bu di an si ji	b u d i a n s i j i
b r o a d u s	布 罗 德 斯	bu luo de si	b u l u o d e s i
m a c g i l r o y	麦 吉 罗 伊	mai ji luo yi	m a i j i l u o y i
b o y s e n	博 伊 森	bo yi sen	b o y i s e n
r a v e n s c r o f t	雷 文 斯 克 罗 夫 特	lei wen si ke luo fu te	l e i w e n s i k e l u o f u t e
e v a t t	伊 瓦 特	yi wa te	y i w a t e
m u n d e l	芒 德 尔	mang de er	m a n g d e e r
c h u n n	丘 恩	qiu en	q i u e n
a l a m	阿 拉 姆	a la mu	a l a m u
a l l n e r	奥 尔 纳	ao er na	a o e r n a
d e w i t t	德 威 特	de wei te	d e w e i t e
h e t h	赫 思	he si	h e s i
p r i a u l x	普 里 奥	pu li ao	p u l i a o
o l d y s	奥 尔 迪 斯	ao er di si	a o e r d i s i
c a r r i g g	卡 里 格	ka li ge	k a l i g e
v o g t	沃 格 特	wo ge te	w o g e t e
k i l l i p	基 利 普	ji li pu	j i l i p u
b e r s	伯 斯	bo si	b o s i
w h i t t o c k	惠 特 克	hui te ke	h u i t e k e
k e r m o d e	克 莫 德	ke mo de	k e m o d e
f r e i m a n n	弗 赖 曼	fu lai man	f u l a i m a n
e i s e n h o w e r	艾 森 豪 威 尔	ai sen hao wei er	a i s e n h a o w e i e r
d a g u i l a r	达 圭 勒	da gui le	d a g u i l e
s p r o s t o n	斯 普 罗 斯 顿	si pu luo si dun	s i p u l u o s i d u n
c a r l s s o n	卡 尔 森	ka er sen	k a e r s e n
b a b	芭 布	ba bu	b a b u
b i l b r a y	比 尔 布 雷	bi er bu lei	b i e r b u l e i
a l b e r t y	艾 伯 蒂	ai bo di	a i b o d i
b a r c l i f t	巴 克 利 夫 特	ba ke li fu te	b a k e l i f u t e
a g g r e y	阿 格 雷	a ge lei	a g e l e i
p i e p m e i e r	皮 普 迈 尔	pi pu mai er	p i p u m a i e r
f o s b r o k e	福 斯 布 罗 克	fu si bu luo ke	f u s i b u l u o k e
a k e r	阿 克	a ke	a k e
s i d a r o u s s	西 达 劳 斯	xi da lao si	x i d a l a o s i
f e t h e r s	费 瑟 斯	fei se si	f e i s e s i
p a c h t e r	帕 赫 特	pa he te	p a h e t e
m i e s c h	米 施	mi shi	m i s h i
k e m l e r	凯 姆 勒	kai mu le	k a i m u l e
t e c w y n	特 库 因	te ku yin	t e k u y i n
m a s t	马 斯 特	ma si te	m a s i t e
p o v a h	波 瓦	bo wa	b o w a
b a l i u n a s	巴 柳 纳 斯	ba liu na si	b a l i u n a s i
k i r w a n	柯 万	ke wan	k e w a n
t a l k i n g	托 金	tuo jin	t u o j i n
c o s t o l o w	科 斯 托 洛	ke si tuo luo	k e s i t u o l u o
f e l t s	费 尔 茨	fei er ci	f e i e r c i
w a t t i e	沃 蒂	wo di	w o d i
t o o v e y	图 维	tu wei	t u w e i
d a c y	达 西	da xi	d a x i
t u p a i	图 帕 伊	tu pa yi	t u p a y i
m a c g r u e r	麦 格 鲁 尔	mai ge lu er	m a i g e l u e r
l u e c k	利 克	li ke	l i k e
h u a r d	瓦 尔	wa er	w a e r
d e b o c k	德 博 克	de bo ke	d e b o k e
b a r t h o l o m e u s	巴 塞 洛 缪 斯	ba sai luo mou si	b a s a i l u o m o u s i
g n a d i n g e r	纳 丁 杰	na ding jie	n a d i n g j i e
f l e e k	弗 利 克	fu li ke	f u l i k e
d o n a g h	多 纳	duo na	d u o n a
r o s s b a c h e r	罗 斯 巴 赫	luo si ba he	l u o s i b a h e
d i c k i e	迪 基	di ji	d i j i
j a s p a r k s	贾 斯 帕 克 斯	jia si pa ke si	j i a s i p a k e s i
h e n s l o w	亨 斯 洛	heng si luo	h e n g s i l u o
l e c k e r	莱 克	lai ke	l a i k e
m e n i u s	梅 尼 厄 斯	mei ni e si	m e i n i e s i
d o n t e	唐 特	tang te	t a n g t e
m u l h o l l a n d	马 尔 霍 兰	ma er huo lan	m a e r h u o l a n
r e i n e m u n d	赖 内 蒙 德	lai nei meng de	l a i n e i m e n g d e
t o p a z i o	托 帕 齐 奥	tuo pa qi ao	t u o p a q i a o
h e t h e r s t o n	赫 瑟 斯 顿	he se si dun	h e s e s i d u n
h u s h e n	胡 申	hu shen	h u s h e n
g l a d	格 莱 德	ge lai de	g e l a i d e
s o r g e	佐 尔 格	zuo er ge	z u o e r g e
s t o l l	斯 托 尔	si tuo er	s i t u o e r
r o d h a m	罗 德 姆	luo de mu	l u o d e m u
b a n i s t e r	巴 尼 斯 特	ba ni si te	b a n i s i t e
k i n r a d e	金 雷 德	jin lei de	j i n l e i d e
b o w d o i n	鲍 登	bao deng	b a o d e n g
h u n t s i n g e r	亨 青 格	heng qing ge	h e n g q i n g g e
s c h i f f m a n n	希 夫 曼	xi fu man	x i f u m a n
i b e l e	伊 贝 尔	yi bei er	y i b e i e r
f r i s e l l	弗 里 塞 尔	fu li sai er	f u l i s a i e r
c o e n n i e	科 尼	ke ni	k e n i
s t e w a r t	斯 图 尔 特	si tu er te	s i t u e r t e
q u i c k e	奎 克	kui ke	k u i k e
p a v i t t	帕 维 特	pa wei te	p a w e i t e
b e r n i t t	伯 尼 特	bo ni te	b o n i t e
g o m p e r t z	冈 珀 茨	gang po ci	g a n g p o c i
l o m a c k y	洛 马 基	luo ma ji	l u o m a j i
l o r e t o	洛 雷 托	luo lei tuo	l u o l e i t u o
l u c k e t t	勒 基 特	le ji te	l e j i t e
n i b l e y	尼 布 利	ni bu li	n i b u l i
a y r e s	艾 尔 斯	ai er si	a i e r s i
a t l e e	阿 特 利	a te li	a t e l i
m a k i n s	梅 金 斯	mei jin si	m e i j i n s i
w h e a t l e y	惠 特 利	hui te li	h u i t e l i
h a e r e r	黑 勒	hei le	h e i l e
a l n e s	阿 尔 尼 斯	a er ni si	a e r n i s i
c a r t h a c h	卡 萨 克	ka sa ke	k a s a k e
b r o e n s o n	布 伦 森	bu lun sen	b u l u n s e n
w e t h e r b e e	韦 瑟 比	wei se bi	w e i s e b i
a l b a u g h	阿 尔 博	a er bo	a e r b o
l u c i a n o v i c	卢 西 亚 诺 维 奇	lu xi ya nuo wei qi	l u x i y a n u o w e i q i
s o u t h c o t e	索 思 科 特	suo si ke te	s u o s i k e t e
s c h w e n d l e r	施 文 德 勒	shi wen de le	s h i w e n d e l e
e l i	伊 莱	yi lai	y i l a i
m a c c o r k l e	麦 科 克 尔	mai ke ke er	m a i k e k e e r
l a u r s o n	劳 尔 森	lao er sen	l a o e r s e n
n e w m a n	纽 曼	niu man	n i u m a n
g e t l e r	格 特 勒	ge te le	g e t e l e
s c h l e g e l	施 莱 格 尔	shi lai ge er	s h i l a i g e e r
r e s t	雷 斯 特	lei si te	l e i s i t e
c r u t c h e r	克 拉 彻	ke la che	k e l a c h e
e s c h n e r	埃 施 纳	ai shi na	a i s h i n a
e s t e s s	埃 斯 蒂 斯	ai si di si	a i s i d i s i
b o g l e	博 格 尔	bo ge er	b o g e e r
c l a v e r i n g	克 拉 弗 林	ke la fu lin	k e l a f u l i n
l o w e l l	洛 厄 尔	luo e er	l u o e e r
l o w r a n c e	洛 伦 斯	luo lun si	l u o l u n s i
g a g l i a n o	加 利 亚 诺	jia li ya nuo	j i a l i y a n u o
d e n e v a n	德 内 文	de nei wen	d e n e i w e n
r i v l i n	里 夫 林	li fu lin	l i f u l i n
m i y a	米 亚	mi ya	m i y a
h o l u m	霍 勒 姆	huo le mu	h u o l e m u
m e d e r o s	梅 德 罗 斯	mei de luo si	m e i d e l u o s i
s a p o n a r o	萨 波 纳 罗	sa bo na luo	s a b o n a l u o
r i g g	里 格	li ge	l i g e
s c h a a f	沙 夫	sha fu	s h a f u
r e a m o n	里 蒙	li meng	l i m e n g
c h a r a c k l i s	查 拉 克 利 斯	cha la ke li si	c h a l a k e l i s i
l e f f l e r	莱 弗 勒	lai fu le	l a i f u l e
t a t l o c k	塔 特 洛 克	ta te luo ke	t a t e l u o k e
a l b e r y	奥 伯 里	ao bo li	a o b o l i
n o l a n	诺 兰	nuo lan	n u o l a n
d o b e n	多 宾	duo bin	d u o b i n
a r e n s t e i n	阿 伦 斯 坦	a lun si tan	a l u n s i t a n
j o h n d r o e	约 翰 德 罗	yue han de luo	y u e h a n d e l u o
d i k e	戴 克	dai ke	d a i k e
m a d i s e n	麦 迪 逊	mai di xun	m a i d i x u n
y o k o	约 科	yue ke	y u e k e
w i l l e t	威 利 特	wei li te	w e i l i t e
k r o p i t z e r	克 罗 皮 策	ke luo pi ce	k e l u o p i c e
b r u c k n e r	布 鲁 克 纳	bu lu ke na	b u l u k e n a
m i c h a u d	米 肖	mi xiao	m i x i a o
l a c h y	拉 奇	la qi	l a q i
c a r l e	卡 尔	ka er	k a e r
d a n a l e e	达 纳 莉	da na li	d a n a l i
h i l l a r	希 勒	xi le	x i l e
m e a t h	米 思	mi si	m i s i
n e t z	内 茨	nei ci	n e i c i
m e r i o n e t h	梅 里 奥 尼 思	mei li ao ni si	m e i l i a o n i s i
f a l l e t t a	法 利 塔	fa li ta	f a l i t a
s e a g r e n	西 格 伦	xi ge lun	x i g e l u n
h a u s e r m a n	豪 泽 曼	hao ze man	h a o z e m a n
d e s s e c k e r	德 塞 克	de sai ke	d e s a i k e
a l r e d u s	阿 尔 雷 德 斯	a er lei de si	a e r l e i d e s i
c a t t e r a l l	卡 特 罗 尔	ka te luo er	k a t e l u o e r
g l a s s	格 拉 斯	ge la si	g e l a s i
b i r c h b y	伯 奇 比	bo qi bi	b o q i b i
r h o d r i	罗 德 里	luo de li	l u o d e l i
m a c h a r d i e	麦 查 迪	mai cha di	m a i c h a d i
c h a i s s o n	蔡 森	cai sen	c a i s e n
e s c o f f e y	伊 斯 科 菲	yi si ke fei	y i s i k e f e i
m u r c o t t	默 科 特	mo ke te	m o k e t e
h a r r y b e	哈 里 布	ha li bu	h a l i b u
b e n o n i	贝 诺 尼	bei nuo ni	b e i n u o n i
h e r s h	赫 什	he shi	h e s h i
c u l l i n g	卡 林	ka lin	k a l i n
r a t t a l e	拉 特 尔	la te er	l a t e e r
n u d d	纳 德	na de	n a d e
m c s h e r r y	麦 克 谢 里	mai ke xie li	m a i k e x i e l i
b o d w i n e	鲍 德 温	bao de wen	b a o d e w e n
s p o r r e r	斯 波 勒	si bo le	s i b o l e
w h y b r o w	怀 布 罗	huai bu luo	h u a i b u l u o
h a r c r o w	哈 克 罗	ha ke luo	h a k e l u o
r a t h e	雷 思	lei si	l e i s i
g l e i c h	格 莱 克	ge lai ke	g e l a i k e
h a u g h e y	豪 伊	hao yi	h a o y i
a t h e l s t a n	阿 瑟 尔 斯 坦	a se er si tan	a s e e r s i t a n
p a s t i n o	帕 斯 蒂 诺	pa si di nuo	p a s i d i n u o
a n n o n	安 农	an nong	a n n o n g
j u t t o n	贾 顿	jia dun	j i a d u n
b u r i a n	伯 里 安	bo li an	b o l i a n
s t o r m s	斯 托 姆 斯	si tuo mu si	s i t u o m u s i
s c a l i a	斯 卡 利 亚	si ka li ya	s i k a l i y a
s u n d e e n	森 丁	sen ding	s e n d i n g
o g l e y	奥 格 利	ao ge li	a o g e l i
l e o n i n a	利 奥 妮 娜	li ao ni na	l i a o n i n a
b y a t t	拜 厄 特	bai e te	b a i e t e
c h a s i s	查 西 斯	cha xi si	c h a x i s i
k i r s e	基 尔 塞	ji er sai	j i e r s a i
s i l l i t a	西 利 塔	xi li ta	x i l i t a
m c a l v a n y	麦 卡 尔 瓦 尼	mai ka er wa ni	m a i k a e r w a n i
k i t t n e r	基 特 纳	ji te na	j i t e n a
m e u s e r	穆 泽	mu ze	m u z e
e m b l e m a	恩 布 尔 玛	en bu er ma	e n b u e r m a
e v e i n g	埃 文	ai wen	a i w e n
c o r k l e	科 克 尔	ke ke er	k e k e e r
s t o c k a r d	斯 托 卡 德	si tuo ka de	s i t u o k a d e
i s s a w i	伊 萨 维	yi sa wei	y i s a w e i
w i l l i a m i n a	威 廉 明 娜	wei lian ming na	w e i l i a n m i n g n a
c h r y s o o g o n e	克 丽 苏 贡	ke li su gong	k e l i s u g o n g
m a l i c k y	马 利 茨 基	ma li ci ji	m a l i c i j i
a b e l l o	阿 贝 洛	a bei luo	a b e i l u o
f o r s h a y	福 尔 谢	fu er xie	f u e r x i e
c a r l s b e r g	卡 尔 斯 伯 格	ka er si bo ge	k a e r s i b o g e
c l a u s i n g	克 劳 辛	ke lao xin	k e l a o x i n
s h a f f e r	谢 弗	xie fu	x i e f u
d w o r s c h a k	德 沃 夏 克	de wo xia ke	d e w o x i a k e
h e r z o g	赫 尔 佐 克	he er zuo ke	h e e r z u o k e
l e a k e y	利 基	li ji	l i j i
i n t o s h	英 托 什	ying tuo shi	y i n g t u o s h i
m a r i d a n	马 里 丹	ma li dan	m a l i d a n
t a b i n	塔 宾	ta bin	t a b i n
c i f r i n o	西 弗 里 诺	xi fu li nuo	x i f u l i n u o
o t t m e r	奥 特 默	ao te mo	a o t e m o
w o l s e l e y	沃 尔 斯 利	wo er si li	w o e r s i l i
a n a t o l e	阿 纳 托 尔	a na tuo er	a n a t u o e r
e l e x a n d e r	亚 历 山 大	ya li shan da	y a l i s h a n d a
c h a d w e l l	查 德 韦 尔	cha de wei er	c h a d e w e i e r
c l a r i d a	克 拉 里 达	ke la li da	k e l a l i d a
c a r h a r t	卡 哈 特	ka ha te	k a h a t e
d a u g h t r e y	多 特 里	duo te li	d u o t e l i
g r e l l i n g e r	格 雷 林 格	ge lei lin ge	g e l e i l i n g e
b e a h r s	比 尔 斯	bi er si	b i e r s i
s u r g i n e r	瑟 吉 纳	se ji na	s e j i n a
